"CODE","PRODUCT","STOCK","Oct-2020","Nov-2020","Total Sales"
"SC6151","SUB. CLAMP (6 ANI - LONG - 15 X 1"")","17","150","0","150"
"SC6151.25","SUB. CLAMP (6 ANI - LONG - 15 X 1.25"")","194","130","0","130"
"SC6151.5","SUB. CLAMP (6 ANI - LONG- 15 X 1.5"")","184","170","0","170"
"SC6162","SUB. CLAMP (6 ANI - SHORT - 16 X 2"")","1013","571","0","571"
"SC6162.5","SUB. CLAMP (6 ANI - SHORT - 16 X 2.5"")","1797","148","0","148"
"SC6163","SUB. CLAMP (6 ANI - SHORT - 16 X 3"")","30","85","0","85"
"SC6164","SUB. CLAMP (6 ANI - SHORT - 16 X 4"")","70","0","0","0"
"SC6202","SUB. CLAMP (6 ANI - LONG - 20 X 2"")","263","62","0","62"
"SC6202.5","SUB. CLAMP (6 ANI - LONG - 20 X 2.5"")","231","45","0","45"
"SC6203","SUB. CLAMP (6 ANI - LONG - 20 X 3"")","93","12","0","12"
"SC6204","SUB. CLAMP (6 ANI - LONG - 20 X 4"")","120","60","0","60"
"SC6245","SUB. CLAMP (6 ANI - SHORT - 24 X 5"")","53","25","0","25"
"SC6246","SUB. CLAMP (6 ANI - SHORT - 24 X 6"")","105","29","0","29"
"SC6247","SUB. CLAMP (6 ANI - SHORT - 24 X 7"")","55","0","0","0"
"SC6248","SUB. CLAMP (6 ANI - SHORT - 24 X 8"")","158","0","0","0"
"SC6305","SUB. CLAMP (6 ANI - LONG - 30 X 5"")","115","0","0","0"
"SC6306","SUB. CLAMP (6 ANI - LONG - 30 X 6"")","90","10","0","10"
"SC6307","SUB. CLAMP (6 ANI - LONG - 30 X 7"")","16","7","0","7"
"SC6308","SUB. CLAMP (6 ANI - LONG - 30 X 8"")","39","7","0","7"
"SC63010","SUB. CLAMP (6 ANI - 30 X 10"")","27","0","0","0"
"SC1KG1","SUB. CLAMP (6 ANI - 12 X 1"")(1 KG.) SPECIAL","1724","270","0","270"
"SC1KG1.25","SUB. CLAMP (6 ANI - 12 X 1.25"")(1 KG.) SPECIAL","950","50","0","50"
"SC1KG1.5","SUB. CLAMP (6 ANI - 12 X 1.5"")(1 KG.) SPECIAL","884","130","0","130"
"SC8162","SUB. CLAMP (8 ANI - SHORT - 16 X 2"")","3816","1802","0","1802"
"SC8162.5","SUB. CLAMP (8 ANI - SHORT - 16 X 2.5"")","779","796","0","796"
"SC8163","SUB. CLAMP (8 ANI - SHORT - 16 X 3"")","410","91","0","91"
"SC8164","SUB. CLAMP (8 ANI - SHORT - 16 X 4"")","284","35","0","35"
"SC8202","SUB. CLAMP (8 ANI - LONG - 20 X 2"")","1118","478","0","478"
"SC8202.5","SUB. CLAMP (8 ANI - LONG -  20 X 2.5"")","1218","895","0","895"
"SC8203","SUB. CLAMP (8 ANI - LONG - 20 X 3"")","796","353","0","353"
"SC8204","SUB. CLAMP (8 ANI - LONG - 20 X 4"")","312","434","0","434"
"SC8245","SUB. CLAMP (8 ANI - SHORT - 24 X 5"")","92","69","0","69"
"SC8246","SUB. CLAMP (8 ANI - SHORT - 24 X 6"")","175","12","0","12"
"SC8247","SUB. CLAMP (8 ANI - SHORT - 24 X 7"")","79","5","0","5"
"SC8248","SUB. CLAMP (8 ANI - SHORT - 24 X 8"")","151","25","0","25"
"SC8305","SUB. CLAMP (8 ANI - LONG - 30 X 5"")","113","6","0","6"
"SC8306","SUB. CLAMP (8 ANI - LONG - 30 X 6"")","173","0","0","0"
"SC8307","SUB. CLAMP (8 ANI - LONG - 30 X 7"")","30","0","0","0"
"SC8308","SUB. CLAMP (8 ANI - LONG - 30 X 8"")","274","3","0","3"
"SC83010","SUB. CLAMP (8 ANI - 30 X 10"")","201","33","0","33"
"SC10162","SUB. CLAMP (10 ANI - SHORT - 16 X 2"")","64","30","0","30"
"SC10162.5","SUB. CLAMP (10 ANI - SHORT - 16 X 2.5"")","61","0","0","0"
"SC10163","SUB. CLAMP (10 ANI - SHORT - 16 X 3"")","36","6","0","6"
"SC10164","SUB. CLAMP (10 ANI - SHORT - 16 X 4"")","71","0","0","0"
"SC10202","SUB. CLAMP (10 ANI - LONG - 20 X 2"")","133","15","0","15"
"SC10202.5","SUB. CLAMP (10 ANI - LONG - 20 X 2.5"")","168","40","0","40"
"SC10203","SUB. CLAMP (10 ANI - LONG - 20 X 3"")","62","8","0","8"
"SC10204","SUB. CLAMP (10 ANI - LONG - 20 X 4"")","30","80","0","80"
"SCHY6121","SUB. CLAMP (6 ANI - HEAVY - 12 X 1"") SHORT","1139","60","0","60"
"SCHY6121.25","SUB. CLAMP (6 ANI - HEAVY - 12 X 1.25"") SHORT","749","50","0","50"
"SCHY6121.5","SUB. CLAMP (6 ANI - HEAVY - 12 X 1.5"") SHORT","609","25","0","25"
"SCHY6151","SUB. CLAMP (6 ANI - HEAVY - 15 X 1"")    LONG","449","30","0","30"
"SCHY6151.25","SUB. CLAMP (6 ANI - HEAVY - 15 X 1.25"") LONG","455","95","0","95"
"SCHY6151.5","SUB. CLAMP (6 ANI - HEAVY - 15 X 1.5"") LONG","190","122","0","122"
"SCHY8162","SUB. CLAMP (8 ANI - HEAVY - 16 X 2"") SPECIAL SHORT","578","60","0","60"
"SCHY8162.5","SUB. CLAMP (8 ANI - HEAVY - 16 X 2.5"") SPECIAL SHORT","310","0","0","0"
"SCHY8182","SUB. CLAMP (8 ANI - HEAVY - 18 X 2"") SHORT","201","189","0","189"
"SCHY8182.5","SUB. CLAMP (8 ANI - HEAVY - 18 X 2.5"") SHORT","287","104","0","104"
"SCHY8183","SUB. CLAMP (8 ANI - HEAVY - 18 X 3"") SHORT","208","105","0","105"
"SCHY8184","SUB. CLAMP (8 ANI - HEAVY - 18 X 4"") SHORT","319","63","0","63"
